0
"instruct when did virgin australia start ?oper context virgin ,australia the trad nam of virgin ...a respons virgin australia commenc servic on 31 ...augu categori _closedqa :nam ,0 :dtyp object"
"instruct which i a speci of ?fish top or rop context nan respons top categori classif :nam ,1 :dtyp object"
"instruct who ar som of the best basketball player ...of context nan respons ther ar often argu about who the best ...b categori _openqa :nam ,5082 :dtyp object"
"instruct who wa the first presid of the unit ...stat context nan respons georg washington categori _openqa :nam ,5083 :dtyp object"
"instruct what kind of magazin wa nova context nova wa a british glossi magazin that wa ...pu respons nova wa a british glossi magazin that wa ...pu categori summar :nam ,5084 :dtyp object"
"instruct how did the royal navi protect the british ...ta context nan respons the british manag to minim their ...ship categori _generalqa :nam ,5085 :dtyp object"
"instruct can kitesurf sail up against the ?wind context nan respons ,ye kitesurf can sail up against the wind ... categori _openqa :nam ,5086 :dtyp object"
"instruct how mani titl hav liverpool ?won context ,domest the club ha won 19 leagu ...titl respons liverpool ha won 19 leagu ,titl 8 fa ,...cup categori _closedqa :nam ,5087 :dtyp object"
"instruct what u ?foosball context nan respons foosball i also known a tabl .football ...it categori _openqa :nam ,5088 :dtyp object"
"instruct i the person who invent bitcoin ?japanes context satoshi nakamoto (born 5 april )1975 i the ...na respons the answer i uncertain becaus thi man wa ...p categori _closedqa :nam ,5089 :dtyp object"
"instruct nam som of the bravolebr from marri ...t context nan respons anila ,sajja .dr contessa ,metcalf .dr ...heaven categori _openqa :nam ,5090 :dtyp object"
"instruct when you get a new ,dog how to prepar the ...liv context nan respons puppi prefer to hav a smaller spac at the ...b categori _generalqa :nam ,5091 :dtyp object"
"instruct how mani run did sachin scor in the 2011 ...wor context :2003 cricket world \cupntendulkar mad 673 ...ru respons tendulkar mad 673 run in 11 match in the ...2 categori _informationextract :nam ,5092 :dtyp object"
"instruct what i the nam of william 'gibson first ...com context ,archangel also written a william gibson ...arch respons archangel categori _closedqa :nam ,5093 :dtyp object"
"instruct what i a flat earther and i it poss for ... context nan respons a flat earther i someon who believ the ...wor categori _openqa :nam ,5094 :dtyp object"
"instruct what ar all the differ nam for -covid19 ... context dur the initi outbreak in ,wuhan the ...viru respons her ar a list of nam for -covid19 that ...wer categori _closedqa :nam ,5095 :dtyp object"
"instruct what win variet i the most popular ...produc context nan respons oregon i -wellknown for it pinot .noir mani ... categori _openqa :nam ,5096 :dtyp object"
"instruct which i a speci of ?fish sardin or sardinia context nan respons sardin categori classif :nam ,5097 :dtyp object"
"instruct given the passag about church built in the ... context zijldijk ha three .church the mennomit ...chu respons the mennomit church wa built in 1772 and i ... categori _closedqa :nam ,5098 :dtyp object"
"instruct how do i get better at ?boulder context nan respons usual the best wai at get better at ...boul categori _generalqa :nam ,5099 :dtyp object"
"instruct writ a rant about peopl that pour milk ...befor context nan respons peopl that pour milk befor ???cereal peopl ... categori _creativewt :nam ,5100 :dtyp object"
"instruct wher i the black ?see context the black sea i a margin mediterranean sea ... respons the black sea i lying between europ and ...asia categori _closedqa :nam ,5101 :dtyp object"
"instruct how doe a pin con ?work context the femal con ha two typ of :scal the ...br respons a pin con consist of scal which protect ... categori summar :nam ,5102 :dtyp object"
"instruct 7 factor led to nokia failur context nan respons nokia total depend onli on \...hardwarennokia categori brainstorm :nam ,5103 :dtyp object"
"instruct which of thes sent i :correct ""if i ...wa context nan respons the correct sent i ""if i wer ,you i ...woul categori _openqa :nam ,5104 :dtyp object"
"instruct why do toddler wak up so ?earli context nan respons a toddler sleep pattern ar a product of ...how categori _generalqa :nam ,5105 :dtyp object"
"instruct tell me a jok context nan respons ,well i us to hat facial ,hair but it grew ... categori _generalqa :nam ,5106 :dtyp object"
"instruct classifi each of thes car manufactur a ...ei context nan respons :french \:peugeotngerman ,audi \:bmwnamerican ... categori classif :nam ,5107 :dtyp object"
"instruct i daylight sav necessari at ?all context nan respons absolut !no daylight sav origin ...aro categori brainstorm :nam ,5108 :dtyp object"
"instruct what i ?pickleball context nan respons pickleball i an indoor or outdoor /...racketpadd categori _openqa :nam ,5109 :dtyp object"
"instruct what ar the word of hous ?penros context nan respons ""set down our ""deed categori _openqa :nam ,5110 :dtyp object"
"instruct giv me a list of top fiv budget android phon context nan respons .1 samsung galaxi a54 \.5gn2 googl pixel \...6an categori brainstorm :nam ,5111 :dtyp object"
"instruct i the jakobshorn in davo worth a trip context the jakobshorn (,2590 metr (,8500 ))ft i a ... respons the jakobshorn (,2590 metr (,8500 ))ft i a ... categori summar :nam ,5112 :dtyp object"
"instruct who ar the main cast of 'it alwai sunni in ... context nan respons the main cast of the tv show 'it alwai ...sunni categori brainstorm :nam ,5113 :dtyp object"
"instruct list three u stat whos nam begin with ....c context nan respons three u stat that begin with c :\\.arenn1 ...c categori _generalqa :nam ,5114 :dtyp object"
"instruct what i """"?disko context """"disko (sloven :pronunci [])ˈdíːskɔ i ... respons """"disko i a 2022 song by slovenian pop band ...l categori summar :nam ,5115 :dtyp object"
"instruct in the seri a song of ic and ,fir who i ...t context nan respons philip foot categori _openqa :nam ,5116 :dtyp object"
"instruct from which countri i the aurora australi ... context an []auroraa (:pl aurora or ),[]auroraeb ...also respons the aurora australi i vis from high ...sout categori _informationextract :nam ,5117 :dtyp object"
"instruct what i a ?narcisst context nan respons peopl who see themselv a the center of ...the categori _generalqa :nam ,5118 :dtyp object"
"instruct giv me a list of differ cat speci that ...a context nan respons ther ar a few differ breed of cat who ...p categori brainstorm :nam ,5119 :dtyp object"
"instruct what i the best program ?languag context nan respons ther i no singl ,answer a the specif ...us categori _openqa :nam ,5120 :dtyp object"
"instruct which institut i known a intern ...mon context nan respons financi action task forc ()fatf categori _openqa :nam ,5121 :dtyp object"
"instruct what typ of bik i suit for children to ... context nan respons the bik suit for children to start ...learni categori classif :nam ,5122 :dtyp object"
"instruct tell me whether thes food ar high or low ...in context nan respons :ric high in \:carbsnspaghetti high in \...carb categori classif :nam ,5123 :dtyp object"
"instruct what human food ar toxic to ?dog context sever human food and household ingest ...a respons 'it alwai good to check with your vet ...befor categori _informationextract :nam ,5124 :dtyp object"
"instruct what i the differ between tenni shoe ...an context nan respons tenni shoe ar a form of footwar that ...fulli categori _openqa :nam ,5125 :dtyp object"
"instruct tell me which of thes thing ar us a ...rock context nan respons ,rop ,nut ,anchor ,cam belai .devic categori classif :nam ,5126 :dtyp object"
"instruct what wa the first countri to guarante ...freedo context nan respons transylvania categori _openqa :nam ,5127 :dtyp object"
"instruct i the languag spoken in kerala a ?palindrom context malayalam (//;[]ˌmæləˈjɑːləm7 :malayalam ...മലയാള respons ,ye malayalam i the languag spoken in ...keral categori _closedqa :nam ,5128 :dtyp object"
"instruct what i a pot ?hol context nan respons a pot hol i the part of a road that ha ...beco categori _openqa :nam ,5129 :dtyp object"
"instruct 'what your favorit star in the ?sky context nan respons my favorit star in the sky i ,siriu which ...i categori brainstorm :nam ,5130 :dtyp object"
"instruct how do i declin an invit to my 'aunt ...bi context nan respons dear aunt ,\\ruthnni wa so excit when i ...rec categori _creativewt :nam ,5131 :dtyp object"
"instruct given thi paragraph about river in ,europ ...t context the commerci and geopolit import of ... respons the two longest river in europ ar the ...volga categori _closedqa :nam ,5132 :dtyp object"
"instruct tell me about a disk manag context disk manag i a discontinu softwar (that ... respons disk manag i a discontinu softwar and ...do categori summar :nam ,5133 :dtyp object"
"instruct which of thes wind instru ar ...classifi context nan respons ,trombon ,sousaphon trumpet and french horn ... categori classif :nam ,5134 :dtyp object"
"instruct given thi paragraph about muscl strain and ... context a strain can occur a a result of improp ...bod respons you lik hav a grad 3 ,strain often ...consid categori _closedqa :nam ,5135 :dtyp object"
"instruct :q doe spraying peopl with ,disinfect or ... context nan respons : .no the fda doe not recommend spraying ...huma categori _generalqa :nam ,5136 :dtyp object"
"instruct i hainanes chicken ric a nat dish of ... context hainanes chicken ric i a dish of poach ...ch respons the answer might differ depend on who i ...an categori _closedqa :nam ,5137 :dtyp object"
"instruct which charact belong to dc or marvel ...univ context nan respons robin i ,dc daredevil i marvel categori classif :nam ,5138 :dtyp object"
"instruct i want to get in better .shap i work at a ...de context nan respons !sur i can recommend a plan to help you get ... categori _generalqa :nam ,5139 :dtyp object"
"instruct what ar the top 10 hollywood movi lik by ... context nan respons gon with the wind ()1939 wa vot the ...favori categori _openqa :nam ,5140 :dtyp object"
"instruct what ar som good /mysterysuspens ?novel context nan respons hardi boi \nagatha \christiensherlock \...holm categori brainstorm :nam ,5141 :dtyp object"
"instruct select the odd word from thi list and ...explain context nan respons tiger i the odd word .out all word on the ...li categori classif :nam ,5142 :dtyp object"
"instruct nam the top four benet and drawback of ...pl context nan respons factorio i a highli acclaim factori ...autot categori brainstorm :nam ,5143 :dtyp object"
"instruct which of the follow book wer written by ...j context nan respons the book written by her :ar harri potter ...and categori classif :nam ,5144 :dtyp object"
"instruct how larg i the tennesse ?river context the tennesse river i the largest tributari ...o respons the tennesse river i the largest tributari ...o categori summar :nam ,5145 :dtyp object"
"instruct what ar the top three cloud .provid context nan respons - \-awsn microst \-azuren googl cloud ...platf categori brainstorm :nam ,5146 :dtyp object"
